"","cnt","w_schgrnrabwt","st004d01t","cntschid","cntstuid","oecd","age","misssc","workpay","immig","bsmj","relatst","learres","famsupsl","hisced","hisei","homepos","ictsch","icthome","ictqual","ictout","ictwkdy","icteffic","ictenq","ictfeed","pv1math","pv2math","pv3math","pv4math","pv5math","pv6math","pv7math","pv8math","pv9math","pv10math","pv1read","pv2read","pv3read","pv4read","pv5read","pv6read","pv7read","pv8read","pv9read","pv10read","pv1scie","pv2scie","pv3scie","pv4scie","pv5scie","pv6scie","pv7scie","pv8scie","pv9scie","pv10scie","w_fsturwt1","w_fsturwt2","w_fsturwt3","w_fsturwt4","w_fsturwt5","w_fsturwt6","w_fsturwt7","w_fsturwt8","w_fsturwt9","w_fsturwt10","w_fsturwt11","w_fsturwt12","w_fsturwt13","w_fsturwt14","w_fsturwt15","w_fsturwt16","w_fsturwt17","w_fsturwt18","w_fsturwt19","w_fsturwt20","w_fsturwt21","w_fsturwt22","w_fsturwt23","w_fsturwt24","w_fsturwt25","w_fsturwt26","w_fsturwt27","w_fsturwt28","w_fsturwt29","w_fsturwt30","w_fsturwt31","w_fsturwt32","w_fsturwt33","w_fsturwt34","w_fsturwt35","w_fsturwt36","w_fsturwt37","w_fsturwt38","w_fsturwt39","w_fsturwt40","w_fsturwt41","w_fsturwt42","w_fsturwt43","w_fsturwt44","w_fsturwt45","w_fsturwt46","w_fsturwt47","w_fsturwt48","w_fsturwt49","w_fsturwt50","w_fsturwt51","w_fsturwt52","w_fsturwt53","w_fsturwt54","w_fsturwt55","w_fsturwt56","w_fsturwt57","w_fsturwt58","w_fsturwt59","w_fsturwt60","w_fsturwt61","w_fsturwt62","w_fsturwt63","w_fsturwt64","w_fsturwt65","w_fsturwt66","w_fsturwt67","w_fsturwt68","w_fsturwt69","w_fsturwt70","w_fsturwt71","w_fsturwt72","w_fsturwt73","w_fsturwt74","w_fsturwt75","w_fsturwt76","w_fsturwt77","w_fsturwt78","w_fsturwt79","w_fsturwt80","w_fstuwt","workpay_recode","immig_recode"
"35","UNITED STATES",43.47253,"FEMALE","84000002",84002662,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",84.14,2.8801,0.5705,0.9071,"ISCED LEVEL 3.4",18.08,0.3485,0.4062,0.3346,2.8889,1.1473,0.1116,2.2012,0.2943,1.2223,568.92,555.675,594.038,520.577,511.723,508.298,585.961,533.964,519.897,523.161,491.625,574.388,539.143,527.311,492.173,418.124,568.405,520.33,484.432,587.762,560.638,566.669,537.094,521.114,469.931,486.729,529.765,567.052,492.591,530.579,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,619.219,1,1
"37","UNITED STATES",43.47253,"FEMALE","84000002",84002202,"YES",16.08,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",52.4,-0.1496,0.7537,-1.0628,"ISCED LEVEL 1",25.95,-0.4402,0.4062,-0.3881,1.4223,0.6529,-1.1264,-0.2009,1.552,0.383,542.24,524.967,577.251,512.432,518.034,570.255,531.255,581.81,531.195,549.143,561.628,493.279,604.897,531.436,578.919,667.402,528.452,544.573,530.62,593.033,524.296,550.059,560.108,535.356,557.251,574.604,522.67,526.715,538.985,534.991,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,619.219,0,1
"38","UNITED STATES",43.47253,"FEMALE","84000002",84001778,"YES",15.92,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",86.72,-0.3641,-0.9895,-1.4434,"ISCED LEVEL 2",31.08,-0.4189,0.4062,0.3346,0.3623,0.4262,-0.9414,0.7487,0.1768,0.0802,418.596,408.534,436.43,441.076,397.126,388.851,433.166,412.676,421.046,413.221,419.244,438.869,478.374,512.74,518.155,413.668,479.413,501.552,438.8,482.115,382.693,394.099,378.596,383.265,380.344,382.844,396.597,385.311,424.701,405.306,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,619.219,1,1
"40","UNITED STATES",43.47253,"MALE","84000002",84005750,"YES",15.67,"NEVER MISSED SCHOOL FOR >3 MONTHS","2 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",74.66,0.349,0.0524,-1.3754,"ISCED LEVEL 7",75.54,0.7557,0.4062,0.3346,0.1515,0.0769,-1.0655,0.2089,-0.205,-1.6286,559.402,504.461,484.741,557.612,547.008,540.06,541.054,493.881,506.701,559.6,542.29,468.802,464.922,530.23,517.326,533.595,556.585,470.411,481.131,504.422,565.412,541.678,521.689,586.876,564.77,555.871,612.599,507.51,537.926,576.03,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,610.6153,1,1
"43","UNITED STATES",43.47253,"FEMALE","84000002",84003805,"YES",15.58,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",57.64,1.3829,0.1622,-0.6839,"ISCED LEVEL 8",57.03,0.7298,0.4062,0.3346,0.4129,0.8636,-0.2309,0.209,0.4816,0.7447,506.198,518.847,553.531,537.514,556.6,518.332,517.474,564.909,503.427,494.453,604.438,564.178,556.518,530.003,575.356,558.077,456.255,609.98,569.308,629.663,561.887,565.404,582.362,555.682,551.433,573.943,527.855,584.846,556.25,552.318,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,619.219,0,0
"46","UNITED STATES",43.47253,"MALE","84000002",84002046,"YES",16.33,"NEVER MISSED SCHOOL FOR >3 MONTHS","4 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",79.74,0.2245,-0.2695,-0.0392,"ISCED LEVEL 6",31.08,-1.3893,0.4062,0.3346,0.3623,0.2621,0.9644,-0.8102,1.1849,1.2223,371.104,362.506,327.601,424.906,372.844,377.717,358.647,356.991,366.358,402.16,434.021,415.836,445.423,455.526,395.026,422.91,453.822,481.191,503.397,455.97,351.648,417.028,371.325,377.639,368.256,333.399,388.053,426.114,418.922,449.903,246.2257,267.7073,262.7912,268.103,276.2273,735.9717,655.2849,294.1663,849.3309,687.6805,262.2164,336.6745,790.3007,735.1285,776.0843,737.8788,335.3362,740.343,307.1172,693.2378,846.504,777.7058,788.9158,776.0843,737.8788,292.3052,336.6745,688.8877,246.0118,294.8111,790.3007,655.2849,262.2164,293.4717,268.103,276.2273,656.0365,275.9872,693.2378,307.1172,246.2257,267.7073,262.7912,268.103,276.2273,735.9717,655.2849,294.1663,849.3309,687.6805,262.2164,336.6745,790.3007,735.1285,776.0843,737.8788,335.3362,740.343,307.1172,693.2378,846.504,777.7058,788.9158,776.0843,737.8788,292.3052,336.6745,688.8877,246.0118,294.8111,790.3007,655.2849,262.2164,293.4717,268.103,276.2273,656.0365,275.9872,693.2378,307.1172,525.3988,1,1
"48","UNITED STATES",43.47253,"FEMALE","84000002",84004415,"YES",16.25,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",62.39,-0.8596,-1.247,-1.0391,"ISCED LEVEL 2",28.48,-0.6095,0.4062,0.3346,0.3623,1.7808,1.0921,-0.2256,1.0909,0.0486,485.672,478.944,521.798,508.877,532.985,512.089,485.906,506.837,478.803,494.623,555.347,636.354,615.924,562.318,581.41,592.149,609.754,594.164,586.582,583.282,501.253,506.39,495.682,483.047,469.647,504.458,460.217,477.302,470.289,527.749,277.0603,373.5786,278.0933,315.5136,310.8189,780.355,773.8338,357.1307,858.7118,852.1819,318.3421,365.9104,854.6594,868.1221,874.358,864.1352,439.7426,748.5202,428.5741,696.6241,991.3469,781.5047,977.6339,874.358,864.1352,383.3139,365.9104,744.9878,314.5786,311.9778,854.6594,773.8338,318.3421,318.956,315.5136,310.8189,695.5993,352.9086,696.6241,428.5741,277.0603,373.5786,278.0933,315.5136,310.8189,780.355,773.8338,357.1307,858.7118,852.1819,318.3421,365.9104,854.6594,868.1221,874.358,864.1352,439.7426,748.5202,428.5741,696.6241,991.3469,781.5047,977.6339,874.358,864.1352,383.3139,365.9104,744.9878,314.5786,311.9778,854.6594,773.8338,318.3421,318.956,315.5136,310.8189,695.5993,352.9086,696.6241,428.5741,602.6578,0,1
"49","UNITED STATES",43.47253,"MALE","84000002",84005674,"YES",15.5,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",79.74,-0.2546,-1.1162,0.2993,"ISCED LEVEL 1",18.03,-0.2291,0.4062,0.3346,0.3623,0.3969,-0.6769,-0.3393,0.4905,1.5038,503.021,527.668,499.846,482.507,468.987,457.012,473.241,485.256,482.531,499.096,510.751,507.164,430.308,500.948,462.254,478.336,493.431,512.74,501.526,494.915,506.05,503.586,510.409,490.85,487.28,498.48,478.286,498.704,493.365,487.403,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,610.6153,0,1
"50","UNITED STATES",43.47253,"FEMALE","84000002",84005140,"YES",15.92,"NEVER MISSED SCHOOL FOR >3 MONTHS","1 TIME OF WORKING FOR PAY PER WEEK","NATIVE STUDENT",86.72,-0.9837,0.6167,1.1185,"ISCED LEVEL 6",51.56,0.2589,0.4062,0.3346,1.6534,-0.8354,-0.3664,2.2012,0.153,-0.0627,414.732,436.536,367.939,437.973,416.782,397.388,395.968,417.787,448.699,412.336,457.828,442.833,464.871,506.719,478.186,485.426,464.148,396.374,488.308,490.558,478.051,478.602,459.199,516.387,495.673,488.276,453.327,462.931,463.805,478.291,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,619.219,1,0
"51","UNITED STATES",43.47253,"MALE","84000002",84001599,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","4 TIMES OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",70.34,0.0602,0.4881,-1.78,"ISCED LEVEL 6",74.79,-0.5447,0.4062,0.3346,0.3623,2.7353,1.0899,2.2012,1.1849,1.2223,473.532,453.73,423.099,431.891,409.301,425.407,411.614,442.386,384.867,449.262,494.418,477.832,463.333,456.574,472.206,452.236,450.847,468.514,467.389,432.167,534.796,461.491,471.57,459.241,454.666,472.317,449.07,475.45,451.756,432.252,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,610.6153,1,1
"55","UNITED STATES",43.47253,"MALE","84000002",84000271,"YES",15.5,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",50.9,0.1832,-0.238,-0.1647,"ISCED LEVEL 5",31.08,-0.1505,0.4062,0.3346,1.2816,0.2547,-0.1786,0.1001,-0.0915,-0.4096,544.034,566.668,597.238,631.621,609.109,631.177,606.606,584.393,591.202,609.429,637.107,576.36,602.732,614.448,614.129,611.745,570.888,611.604,646.017,653.196,556.962,608.096,604.752,644.364,608.037,655.861,593.019,619.584,642.927,662.991,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,610.6153,0,0
"57","UNITED STATES",43.47253,"FEMALE","84000002",84002991,"YES",16.33,"MISSED SCHOOL FOR >3 MONTHS AT LEAST ONCE","1 TIME OF WORKING FOR PAY PER WEEK","SECOND-GENERATION STUDENT",71.39,0.0882,-0.2616,0.0126,"ISCED LEVEL 3.4",28.97,0.834,0.4062,0.3346,2.1765,1.0229,1.1067,2.2012,2.5152,2.942,354.67,387.249,388.35,378.072,435.046,383.797,390.161,424.682,432.146,398.406,488.832,441.52,446.555,462.39,465.847,444.602,477.369,550.719,487.611,475.92,394.473,358.348,361.139,370.355,436.116,316.653,325.7,443.553,442.914,377.237,277.0603,373.5786,278.0933,315.5136,310.8189,780.355,773.8338,357.1307,858.7118,852.1819,318.3421,365.9104,854.6594,868.1221,874.358,864.1352,439.7426,748.5202,428.5741,696.6241,991.3469,781.5047,977.6339,874.358,864.1352,383.3139,365.9104,744.9878,314.5786,311.9778,854.6594,773.8338,318.3421,318.956,315.5136,310.8189,695.5993,352.9086,696.6241,428.5741,277.0603,373.5786,278.0933,315.5136,310.8189,780.355,773.8338,357.1307,858.7118,852.1819,318.3421,365.9104,854.6594,868.1221,874.358,864.1352,439.7426,748.5202,428.5741,696.6241,991.3469,781.5047,977.6339,874.358,864.1352,383.3139,365.9104,744.9878,314.5786,311.9778,854.6594,773.8338,318.3421,318.956,315.5136,310.8189,695.5993,352.9086,696.6241,428.5741,602.6578,1,1
"58","UNITED STATES",43.47253,"FEMALE","84000002",84005244,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",81.92,-0.4601,-0.8879,0.799,"ISCED LEVEL 6",28.97,-0.4689,0.4062,0.3346,0.9323,0.5337,0.1362,0.0467,0.567,0.8156,452.906,450.731,437.131,492.972,440.235,478.413,468.694,437.995,431.41,443.448,550.266,512.075,519.672,584.467,531.748,564.027,509.713,580.122,531.426,508.834,497.912,531.98,536.591,496.992,494.679,502.991,501.954,502.432,550.495,501.423,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,296.4956,329.1036,296.4956,317.815,332.6223,889.9365,816.6573,344.4368,937.1303,840.9497,307.0269,364.6014,937.1303,916.1634,916.1634,840.9497,377.5518,816.8759,377.5518,793.2789,964.7481,889.9365,964.7481,916.1634,840.9497,329.1036,364.6014,816.8759,307.0269,332.6223,937.1303,816.6573,307.0269,317.815,317.815,332.6223,793.2789,344.4368,793.2789,377.5518,619.219,0,1
"61","UNITED STATES",43.47253,"MALE","84000002",84002605,"YES",15.92,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","NATIVE STUDENT",51.25,-0.1242,0.0262,-0.3803,"ISCED LEVEL 3.4",56,-0.256,-0.7291,-1.1402,0.3623,1.7938,-0.4474,-0.455,1.0403,-0.2202,502.723,523.883,478.115,519.881,491.472,536.276,473.945,472.087,499.26,534.517,576.346,563.665,555.351,571.007,552.848,635.444,581.693,570.493,601.919,474.933,586.868,566.811,500.482,545.562,554.266,549.146,533.444,521.551,569.613,534.741,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,610.6153,0,0
"63","UNITED STATES",43.47253,"MALE","84000002",84008104,"YES",16.08,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",28.52,-0.4437,0.5794,-0.6106,"ISCED LEVEL 3.4",18.08,-1.6439,0.4062,0.3346,-0.8732,-0.3665,1.0899,2.2143,0.2014,0.3074,399.151,368.931,388.437,463.508,433.023,384.095,372.896,434.392,371.702,395.312,386.234,416.782,427.965,414.108,409.753,427.651,388.709,397.181,401.226,419.871,417.046,413.873,412.409,435.81,459.721,396.632,352.693,453.805,412.311,393.08,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,302.7609,324.5309,302.7609,324.5309,339.651,877.5714,782.2568,339.651,924.1095,805.5259,302.7609,372.3059,924.1095,877.5714,877.5714,805.5259,372.3059,805.5259,372.3059,782.2568,924.1095,877.5714,924.1095,877.5714,805.5259,324.5309,372.3059,805.5259,302.7609,339.651,924.1095,782.2568,302.7609,324.5309,324.5309,339.651,782.2568,339.651,782.2568,372.3059,610.6153,0,1
"65","UNITED STATES",69.4691,"MALE","84000003",84007429,"YES",15.83,"NEVER MISSED SCHOOL FOR >3 MONTHS","10 OR MORE TIMES OF WORKING FOR PAY PER WEEK","FIRST-GENERATION STUDENT",17.53,0.8295,1.0207,0.0741,"ISCED LEVEL 8",88.7,-0.2394,-1.4101,0.3346,0.3623,2.7353,0.2103,-0.4414,0.1842,1.2223,411.618,365.121,440.31,417.872,412.056,346.135,343.365,402.82,452.224,383.39,352.059,364.557,382.327,351.098,372.357,352.899,368.477,379.908,376.111,342.302,384.234,387.46,425.088,450.148,446.374,392.859,436.361,404.773,431.197,408.358,260.7858,288.8611,843.0975,966.903,272.0095,260.4932,861.6776,814.7292,798.2552,936.8552,321.5215,795.7872,296.549,728.4464,289.3651,265.2624,260.7858,264.9171,719.8619,868.0952,240.1295,266.0851,781.4797,891.4657,297.1552,281.0325,794.7512,889.6469,866.5832,868.0952,296.549,863.128,321.5215,795.7872,312.2851,242.8155,281.4421,242.6083,781.4797,799.3352,925.201,816.0284,280.6007,243.3091,866.5832,927.5487,273.4974,289.3651,297.1552,246.6039,730.5752,298.6031,799.3352,324.1625,814.7292,895.8093,925.201,897.7149,337.7651,271.5764,1010.277,891.4657,309.1829,266.0851,798.2552,841.802,299.2383,266.4451,272.0095,271.5764,799.3352,273.0437,730.5752,298.6031,739.8116,972.4876,840.125,974.9377,309.1829,296.549,561.7039,1,1
"66","UNITED STATES",69.4691,"MALE","84000003",84002872,"YES",15.42,"MISSED SCHOOL FOR >3 MONTHS AT LEAST ONCE","NO WORK FOR PAY","NATIVE STUDENT",31.08,-0.2096,-2.3534,0.0057,"ISCED LEVEL 4",31.08,0.346,0.4062,0.3456,-0.1309,0.6467,-0.9032,-0.5172,0.5775,-0.1712,364.93,396.088,437.328,472.288,421.183,420.757,409.219,405.102,416.465,408.223,458.446,582.796,483.847,499.039,539.978,457.132,483.158,536.307,439.583,474.712,453.657,488.862,435.383,473.344,426.167,450.591,420.581,447.569,424.08,462.945,260.7858,288.8611,843.0975,966.903,272.0095,260.4932,861.6776,814.7292,798.2552,936.8552,321.5215,795.7872,296.549,728.4464,289.3651,265.2624,260.7858,264.9171,719.8619,868.0952,240.1295,266.0851,781.4797,891.4657,297.1552,281.0325,794.7512,889.6469,866.5832,868.0952,296.549,863.128,321.5215,795.7872,312.2851,242.8155,281.4421,242.6083,781.4797,799.3352,925.201,816.0284,280.6007,243.3091,866.5832,927.5487,273.4974,289.3651,297.1552,246.6039,730.5752,298.6031,799.3352,324.1625,814.7292,895.8093,925.201,897.7149,337.7651,271.5764,1010.277,891.4657,309.1829,266.0851,798.2552,841.802,299.2383,266.4451,272.0095,271.5764,799.3352,273.0437,730.5752,298.6031,739.8116,972.4876,840.125,974.9377,309.1829,296.549,561.7039,0,0
"67","UNITED STATES",69.4691,"FEMALE","84000003",84001619,"YES",16.17,"NEVER MISSED SCHOOL FOR >3 MONTHS","NO WORK FOR PAY","SECOND-GENERATION STUDENT",68.7,-0.8784,0.6782,0.8535,"ISCED LEVEL 6",16.34,0.1531,-0.7291,0.3346,-1.0501,2.7353,-0.4325,-0.3765,1.1029,2.942,321.706,355.44,397.243,410.373,349.482,356.866,379.791,360.026,328.475,390.009,432.03,422.212,455.319,337.816,421.366,454.769,449.281,386.37,438.176,457.172,355.036,371.85,378.273,349.349,389.648,356.043,381.294,346.999,335.517,377.53,364.8713,410.4764,1210.335,1201.117,333.7096,371.0047,1119.535,1050.706,1143.704,1303.377,408.7168,990.6139,380.0423,906.7866,403.5537,328.5655,364.8713,342.0661,1044.671,1220.627,335.9706,378.1113,1121.877,1107.407,364.5592,400.2576,1032.581,1147.322,1241.602,1207.716,376.9718,1074.441,412.0459,990.6139,435.5183,300.7617,393.772,313.2605,1134.091,1123.944,1211.299,1046.341,354.1245,356.4438,1297.91,1178.386,388.2015,411.7809,378.5255,325.963,1061.622,442.5132,1147.562,480.3909,1074.226,1341.58,1211.299,1285.963,422.6157,355.5846,1322.683,1143.069,390.1959,389.8103,1195.573,1069.451,424.7381,379.1646,346.494,358.9719,1161.54,404.6356,1048.847,442.5132,975.4467,1456.415,1099.916,1396.584,386.8532,388.282,762.8979,0,1
